Price,Close,High,Low,Open,Volume
2021-03-18,213.13223266601562,214.92877973510485,212.0890748770375,213.87595366161338,9321800
2021-03-19,199.8416290283203,212.65892892803978,199.8223219371038,211.6447465861448,32209700
2021-03-22,200.9040985107422,205.04773905770205,199.19447777651658,199.50356807934833,11371600
2021-03-23,201.04896545410156,202.79722975899725,200.42114607254226,201.91827083422532,8820700
2021-03-24,200.97169494628906,203.93695417223637,200.83645690032722,201.62848965860854,10101600
2021-03-25,200.87515258789062,201.6961609292001,198.75986157474838,200.58538407106144,8390800
2021-03-26,206.24539184570312,206.4095905024147,200.61428137419583,201.1455209919292,7399900
2021-03-29,207.19198608398438,207.9453752050701,203.91763652288563,205.20226534172033,7792300
2021-03-30,204.67103576660156,206.84427712450278,204.19776152557426,205.74316875936228,5498000
2021-03-31,204.50689697265625,206.80570877629927,204.33304468745996,205.29893001830285,13180000
2021-04-01,209.4618377685547,210.31182135003775,205.05740418857258,206.48690997160054,6138400
2021-04-05,211.5674591064453,212.98731133745443,209.89648206316937,211.1424820560483,10440500
2021-04-06,211.19076538085938,211.91517918583133,207.99368814636773,210.1959049344235,7828100
2021-04-07,211.7896270751953,213.49923306702516,211.18111475437365,211.6447354692566,5614300
2021-04-08,213.17083740234375,215.2185238246257,210.66919854483788,212.46574541008545,11042000
2021-04-09,214.92872619628906,215.00599876195423,212.02140302379786,213.46057692512093,5724900
2021-04-12,213.91453552246094,214.3395272475857,211.74129444117384,212.72650119139627,6315200
2021-04-13,213.47991943359375,214.0594416248757,212.70720844031482,213.46059760574678,4764000
2021-04-14,214.4071807861328,215.48898217268254,212.56235135658025,213.46061746885982,4972600
2021-04-15,218.56048583984375,219.86443665946044,216.22304559594443,216.25202097075925,8698100
2021-04-16,218.68606567382812,220.02864547549132,218.0582314680973,219.42013309993754,6829400
2021-04-19,218.08717346191406,219.81611591128106,217.4014033470982,218.0485445457109,6541600
2021-04-20,215.66281127929688,217.69117576543042,214.25262736955435,217.11163884418193,5799100
2021-04-21,219.69053649902344,220.09620642341216,215.26678150702017,215.6917732577803,9490600
2021-04-22,219.80645751953125,223.05181698551863,219.14964805267508,219.54566444164456,7303000
2021-04-23,222.15359497070312,223.9115131009127,219.94172435777628,220.8110151384532,5345200
2021-04-26,222.48196411132812,225.00292474063616,221.68994601558722,222.89730235647735,5650000
2021-04-27,222.06661987304688,223.27397610122242,221.1780074576979,223.14840633725692,6642100
2021-04-28,225.48590087890625,228.20970426420917,222.80074115568297,223.0711878372854,10111400
2021-04-29,228.779541015625,229.39770687831498,225.19610087809116,227.2051436163928,7411400
2021-04-30,225.59210205078125,227.8812448231958,224.36542395336406,227.2920691119542,10260200
2021-05-03,224.67454528808594,227.69777052324417,223.49616422625215,226.06542226193812,8174400
2021-05-04,224.11431884765625,224.46203807361042,222.37572271788548,223.69899532850278,5884500
2021-05-05,221.39051818847656,225.87222421866244,220.8592784647855,225.87222421866244,6523200
2021-05-06,223.4285430908203,223.67966790508055,220.85928524876803,221.79619495253718,6124100
2021-05-07,224.2012176513672,225.26369702849982,222.83933102570563,224.4137135267937,4528700
2021-05-10,218.26107788085938,224.0853644059728,217.47871323393943,223.69901622470613,9627400
2021-05-11,217.7877655029297,218.69569984371503,214.46511844228408,216.10713488237852,7633300
2021-05-12,213.10321044921875,217.32412314699394,212.79412017750118,216.000865424512,7721300
2021-05-13,216.42100524902344,217.5430480226009,213.66422876406196,214.26394255335703,6650100
2021-05-14,219.51637268066406,220.0677192450151,217.56244650669854,218.43301468780191,4777200
2021-05-17,219.03271484375,219.72916344099917,217.94935691898226,218.78121049718266,5534200
2021-05-18,218.191162109375,221.68305763395642,218.0557276195804,220.9189066051711,6900000
2021-05-19,217.24322509765625,217.49472944318498,214.53481553727673,215.47308615026154,9311900
2021-05-20,219.03271484375,220.15477255705642,217.8719721015496,218.06542676530887,7478600
2021-05-21,219.3519287109375,221.8088340146771,219.13912414608856,219.45833099336195,5603900
2021-05-24,221.81849670410156,222.58264774866595,220.18377758232432,220.4933020749278,4040100
2021-05-25,221.5283203125,222.6600455954443,220.9479415603848,222.37952378671886,4689100
2021-05-26,219.64210510253906,221.84752068083228,218.9746739849632,220.5900432610156,4295600
2021-05-27,219.43896484375,220.94793182116157,218.96498839176033,220.30951817390465,5969600
2021-05-28,219.86456298828125,221.9248763695743,219.71946093405504,220.1450700110225,5779700
2021-06-01,219.2165069580078,222.55364795308702,218.87795021894604,221.9345841591003,5091500
2021-06-02,222.14736938476562,225.48451008935717,221.29615120726282,221.72176029601422,9081100
2021-06-03,220.6480712890625,222.85348679845356,220.31919690389665,221.50895703825773,6382400
2021-06-04,222.61166381835938,223.1533427467655,221.24778417099432,221.84751277856725,5085700
2021-06-07,223.75306701660156,227.00314052403158,222.55362458435224,225.23301647432186,5421300
2021-06-08,224.4591522216797,225.23298546628544,222.6309787456149,224.55587215247948,4170600
2021-06-09,224.71067810058594,227.1675979426462,224.5268910148046,224.89446518636728,4659000
2021-06-10,226.29702758789062,226.5968845102431,224.53657108003523,225.47484163299575,4452500
2021-06-11,227.27401733398438,227.73831148696252,226.06490721502934,226.72265603511127,5378300
2021-06-14,226.42276000976562,227.52546765755497,223.99487262339537,227.02247380217875,5805800
2021-06-15,225.3587646484375,227.1192359754123,225.0105403617636,226.7710116887384,7093800
2021-06-16,222.08935546875,226.51952201426573,220.54168859231427,225.97784303540678,8905400
2021-06-17,224.555908203125,225.7069833098212,221.71209381908272,221.71209381908272,6876700
2021-06-18,222.87283325195312,224.5849223975285,221.72175816199353,222.91151827799283,8840000
2021-06-21,226.65493774414062,227.32235408517874,222.8631556869219,223.87881106797533,7298400
2021-06-22,228.21226501464844,228.36703464663327,225.61027253016996,226.63559551269176,8858400
2021-06-23,227.00315856933594,228.2026010969333,226.28737483933702,227.7479745204852,6814700
2021-06-24,228.51214599609375,230.4563897630993,227.709295102152,229.24727963842406,4611500
2021-06-25,229.55682373046875,230.67886673237462,228.5895356104374,228.66690567155197,7825200
2021-06-28,226.4324188232422,230.57240981524447,224.27537095937996,230.21451801872092,9301700
2021-06-29,228.23162841796875,228.7829897296841,226.49050685419047,226.89678085210986,11897700
2021-06-30,226.1713104248047,228.66690073209006,226.1713104248047,227.41910557844736,7797100
2021-07-01,227.45777893066406,228.5218016889465,226.39377093202592,226.53885823558977,5329600
2021-07-02,230.82395935058594,230.96904665878904,228.1058822061857,228.11554977351764,4383700
2021-07-06,231.76217651367188,232.7391319360771,229.4503591251032,231.66544182408504,8048700
2021-07-07,232.14915466308594,233.1551278390485,230.50476776948489,232.40064426716512,4366100
2021-07-08,228.8700408935547,229.31499991955744,226.87742974330837,229.21826520444742,6388000
2021-07-09,230.66920471191406,231.61714295964066,229.653549209527,230.94971177922497,5615900
2021-07-12,230.0887908935547,230.7078546206308,229.5084269517203,229.80828386894794,7010700
2021-07-13,234.42227172851562,234.54800914216227,230.45638470280463,230.45638470280463,8079200
2021-07-14,237.94322204589844,238.73639066959618,234.87692032080903,235.26382968461579,8693400
2021-07-15,240.41943359375,240.66125559198156,237.2854151831973,237.2854151831973,10135100
2021-07-16,240.00352478027344,242.26699020942834,239.42316076123396,241.8123636100424,8674500
2021-07-19,232.54571533203125,236.45355242012837,231.0851009825587,236.00860819843072,11474600
2021-07-20,234.76080322265625,236.22141760217673,231.67515202841057,232.76819223141956,7072300
2021-07-21,235.6894073486328,238.82341115179352,234.37389502395914,235.33150073730528,11241400
2021-07-22,236.15370178222656,237.3241268062925,235.1960813079908,235.8054774970176,10293600
2021-07-23,240.8740997314453,241.83170555570308,238.68801906186354,238.68801906186354,6766000
2021-07-26,242.06385803222656,242.17026031845074,239.59727031313588,241.0578848567264,4879000
2021-07-27,242.7216033935547,244.40469005334694,240.1002608264695,241.03853149340796,7038300
2021-07-28,238.86212158203125,243.2729528790506,237.8658160372942,241.8703881106033,9036500
2021-07-29,239.81002807617188,242.18956294014862,239.01685962794153,239.99381514919824,7495300
2021-07-30,238.330078125,240.33237127213454,237.95283641375414,239.12326133100774,5804700
2021-08-02,231.9363250732422,239.72299674793692,230.5724453943934,238.18501230650025,9989500
2021-08-03,229.33432006835938,233.49366163231699,226.37442099901688,232.7585280283141,9839000
2021-08-04,228.92807006835938,229.77928830908115,227.361068088526,229.24727690863006,8171800
2021-08-05,232.3522491455078,232.39093416996124,228.695887049831,228.87000655897896,5337500
2021-08-06,233.5033416748047,234.66409920370714,232.01372449352598,232.1491442372786,4509700
2021-08-09,232.14915466308594,234.25783573331233,230.2629457333775,233.8419089158376,5226900
2021-08-10,230.2822723388672,233.4452936243077,227.854369895727,232.6424427744718,7185700
2021-08-11,227.37071228027344,230.56276559516473,226.90641817836084,230.29192613907878,7375700
2021-08-12,224.51332092285156,226.7604953652905,223.7675044702829,226.54740072748115,9867000
2021-08-13,225.3463134765625,225.94685960254134,224.1355552593453,224.7167251155149,5445400
2021-08-16,227.97125244140625,228.08748050514328,222.97323878401855,224.92014753019754,7575900
2021-08-17,227.16732788085938,228.27153892627,225.89845547022912,227.62257421166393,6850500
2021-08-18,224.35838317871094,226.99299468523753,224.20340255367623,226.57648610292748,4996500
2021-08-19,224.3002471923828,225.13323471596667,221.714054451933,221.84965879062855,5761300
2021-08-20,224.09686279296875,224.87175116455748,223.07014198201438,224.59084692472047,5522200
2021-08-23,226.78955078125,227.28353483099687,224.71673322971816,225.3947548998895,6342000
2021-08-24,226.88644409179688,228.7752242454903,226.60553986548837,227.6613176463009,5081800
2021-08-25,225.28823852539062,227.6225843202442,224.79425440779434,227.6225843202442,5277100
2021-08-26,223.28321838378906,225.32697909148976,222.92482385814176,224.8426757463452,5889100
2021-08-27,225.38507080078125,225.73376976593272,223.00229207561893,223.76749956181195,6369000
2021-08-30,223.9708709716797,226.33427313434166,222.70199885478212,225.38504292761675,6448000
2021-08-31,221.90782165527344,224.56179480266894,221.4816323026143,223.66099758163034,9405100
2021-09-01,222.89576721191406,223.53505117571575,221.5881570456999,221.90779902760076,8177600
2021-09-02,217.1422119140625,223.31224576251356,214.99191894440685,223.19600292486712,19708800
2021-09-03,218.04302978515625,220.16428057928533,216.3382875096676,216.96787588045095,11532000
2021-09-07,219.1666259765625,220.84231130559112,218.76949371172043,219.6218722743543,9662600
2021-09-08,221.89810180664062,222.99263208965874,219.9124551474476,220.24179265280154,10652600
2021-09-09,220.34832763671875,222.77952495793588,219.97057164211108,222.11118401829978,5853000
2021-09-10,217.84934997558594,222.81829260498523,217.76217891431511,222.63426973555775,6715400
2021-09-13,217.57815551757812,220.06746736878304,216.39645401038962,218.4498957469224,6808100
2021-09-14,216.02833557128906,218.72106082111526,215.30188059857124,217.93649181534232,6575700
2021-09-15,216.78387451171875,217.7815382825691,214.41079092843162,215.53437830639947,6535800
2021-09-16,217.2875518798828,218.1302350146313,215.75715145625085,216.8323055294457,5928500
2021-09-17,214.7885284423828,216.6773084873888,212.41544506379762,215.46655015344075,13787400
2021-09-20,213.14190673828125,213.57777679619798,209.51931236895902,210.14891559018568,8822600
2021-09-21,213.2581329345703,215.19534631248865,212.10548860994646,213.81992658773845,7033600
2021-09-22,215.75714111328125,217.06476606223754,214.1589459799038,214.449516164325,6005900
2021-09-23,221.142578125,221.52033412086655,217.31658487870786,217.93649253294433,7952700
2021-09-24,224.31959533691406,224.66829429849307,221.4428325988283,221.74309827523396,6461200
2021-09-27,222.39210510253906,226.00500396934876,221.5881597648199,224.4455465850531,6881100
2021-09-28,218.47891235351562,221.68499798182611,216.96788835296266,221.68499798182611,6951400
2021-09-29,219.56375122070312,221.83030204418844,218.9922768368168,219.67999407047463,6432700
2021-09-30,215.75714111328125,221.6075190426165,215.64091303951278,220.43551321941044,7128500
2021-10-01,223.22509765625,224.2905561157732,216.45453177335236,217.1325534802789,7925400
2021-10-04,217.67495727539062,223.09916015217337,213.87802117354823,222.7795182003143,10283400
2021-10-05,217.23910522460938,220.24179184750912,216.89040622827113,218.40143028581522,5814000
2021-10-06,219.39910888671875,219.50565622005243,214.30424271950415,215.0694355463434,5420900
2021-10-07,223.31227111816406,223.90312177909635,221.31694373920857,221.72375676775403,6561900
2021-10-08,223.04104614257812,225.42381010428466,222.95386031587077,223.74812482294882,3735200
2021-10-11,218.04302978515625,223.08947661565023,217.81055888314086,222.78919615813567,5620200
2021-10-12,217.01632690429688,219.1182016001199,215.92179664001816,218.47891765214658,5448200
2021-10-13,215.47625732421875,218.76951425863012,211.76649181494204,216.12522205271534,9076000
2021-10-14,218.11082458496094,218.5660708641057,216.05738334610444,217.0841039655327,5590500
2021-10-15,223.73846435546875,223.83531615648485,219.61219040233686,220.08681300054064,6355100
2021-10-18,223.4091033935547,225.45286388344246,220.9779061807482,222.95385711525523,5580200
2021-10-19,226.1890411376953,226.30526921238385,223.43818687202216,224.66832152161538,4409700
2021-10-20,224.15496826171875,226.46025701459527,224.04842092995307,226.13093427268885,5401800
2021-10-21,223.0120086669922,223.58348306449025,219.19569596004627,223.4575594658071,5982200
2021-10-22,223.9708709716797,225.51096649883195,221.52999329724423,223.06037852084154,3788000
2021-10-25,226.53768920898438,227.48691942497746,224.99759366679476,226.12118073538528,4938700
2021-10-26,224.54241943359375,229.52105743883152,224.06779681477497,228.13594212827692,7814500
2021-10-27,209.00592041015625,217.69432235574547,208.88969235355054,217.69432235574547,22958100
2021-10-28,203.25244140625,213.08380900589094,202.44849601224666,212.36703467418806,23199400
2021-10-29,205.12185668945312,206.96220361244832,201.99324622868866,202.6422257608745,14329800
2021-11-01,205.7901611328125,208.49256699635927,204.81185902490753,206.78782473094827,13210300
2021-11-02,202.5743865966797,206.65222694342572,201.29583355208146,206.4681893220617,14688700
2021-11-03,201.56703186035156,203.5526634925444,200.24003081756393,203.10711274981594,11486700
2021-11-04,202.22567749023438,205.69329076705324,201.3442419688021,202.5937527145167,11368200
2021-11-05,209.8679962158203,210.7978650813563,204.72469738833783,205.29617175144384,14273600
2021-11-08,213.5680694580078,214.6529040945943,211.30151883547757,211.51461346477325,13500100
2021-11-09,206.69094848632812,213.49057051924058,206.23570223123315,212.79317262972327,11535000
2021-11-10,209.160400390625,210.50913314333604,206.9966093137826,207.2100790852145,10063600
2021-11-11,204.1730194091797,210.3442034190622,203.9207436561504,210.04340911197005,13546900
2021-11-12,205.7934112548828,207.23918106261215,205.15300195971827,205.22093088759118,7660500
2021-11-15,205.99720764160156,209.9754773223792,205.52174950749955,207.27801157791285,9596900
2021-11-16,208.7916717529297,209.2477194522359,205.37618511043377,205.86134097728873,8719600
2021-11-17,198.9721221923828,201.15532359813207,193.53838535487614,199.83569904509235,38379600
2021-11-18,197.2935028076172,201.6987119261832,195.29466284081388,200.36938947959297,18292200
2021-11-19,194.89678955078125,197.45841159546418,193.91678015992144,196.04175013777902,18032600
2021-11-22,189.7736053466797,195.71190950466817,188.82270381943624,194.0623822169808,21185800
2021-11-23,192.5972137451172,193.0144407540062,188.6092312566402,191.12233551621446,14742700
2021-11-24,197.2158660888672,197.89508136270308,191.77241649905386,192.28668054965695,12026800
2021-11-26,191.78213500976562,193.27642357945354,186.8335533607109,187.58069764555486,10987600
2021-11-29,190.4624786376953,195.27523122363925,189.560095856083,195.03265329665336,14633500
2021-11-30,188.017333984375,191.7918465421295,186.84325011469303,189.47280177999937,16023000
2021-12-01,184.51449584960938,190.96706341157187,184.45627951040586,190.21022139036006,13204900
2021-12-02,192.4031219482422,193.518989411228,186.15432633981112,186.29986718873906,13976300
2021-12-03,190.49159240722656,192.5777565562058,188.2792681986779,192.3836971851488,10660500
2021-12-06,196.6627960205078,198.157084540758,191.86946798248556,192.86888799015384,10722100
2021-12-07,201.2135772705078,201.76666216937,199.7775197805372,199.88425468352193,11897200
2021-12-08,202.7854766845703,203.2609200102645,199.60285503520018,201.49496016123064,11749200
2021-12-09,205.11422729492188,205.90017754716388,201.01950998536435,202.3294369429572,10176800
2021-12-10,207.0645294189453,207.8893003601904,204.59994399456383,205.60906173847724,8882700
2021-12-13,204.7552032470703,206.9869233816387,203.74607066872377,206.1427420350677,8844300
2021-12-14,203.74606323242188,207.0354195713819,202.2614873948424,204.47379706675625,9832300
2021-12-15,206.0068817138672,206.18154552485586,201.68899746213478,203.18327101677016,10892500
2021-12-16,208.00576782226562,209.84936940930646,205.32771217242615,208.89845303887878,8548400
2021-12-17,205.5896759033203,206.880192417838,201.62108925415885,206.4823610129404,11578400
2021-12-20,202.5428924560547,203.54231243543103,200.71870151624552,202.88249270592812,9434400
2021-12-21,208.98577880859375,209.74262089544303,204.114808993761,204.35738696533534,6993700
2021-12-22,211.48916625976562,212.44006767732455,207.5011841729809,207.5011841729809,6003400
2021-12-23,210.18894958496094,212.03255099549872,210.18894958496094,211.95492427029654,4798200
2021-12-27,211.1689910888672,211.64443446117278,208.5006332684137,211.2174948409746,4818400
2021-12-28,211.5764923095703,213.20660903726048,209.17982096371998,209.5970479336229,4279800
2021-12-29,211.6929168701172,212.44006107788073,210.8778585375293,211.2950854914317,3223100
2021-12-30,211.40182495117188,212.64382285791936,210.70319927790354,211.49886205248583,3812800
2021-12-31,210.27630615234375,211.50859165082366,209.0925244060328,210.37332846246676,4723300
2022-01-03,214.85614013671875,215.46744132384643,210.5673636502314,211.0622321562999,7694500
2022-01-04,215.85560607910156,220.0570438551641,215.224894418875,215.40925606100606,10629300
2022-01-05,213.46859741210938,218.5821447775551,213.3909706909019,216.03021998882335,9594600
2022-01-06,213.22601318359375,215.321890177148,211.09133023346973,211.33390817793344,7877500
2022-01-07,210.5188446044922,213.66264521088692,209.23802598278886,210.85844483482938,10702100
2022-01-10,205.677001953125,207.840793211167,200.3693950027304,207.6273234218588,11978600
2022-01-11,208.01547241210938,208.56854250288728,202.54291382119487,205.14334263832436,8803100
2022-01-12,209.30593872070312,211.12041682196823,207.46233764775917,208.1124446957751,6923300
2022-01-13,208.61705017089844,213.93435502498366,208.2871476914582,210.41213303654303,8867700
2022-01-14,208.2968292236328,211.7705471925342,207.36533820075974,207.81167333086643,8838100
2022-01-18,209.30593872070312,210.4703097739523,207.9669038662869,209.47088992938347,9099300
2022-01-19,208.3065185546875,211.75112821464307,205.81282506611294,206.67640192794678,9399800
2022-01-20,207.98634338378906,213.0804804104872,207.5885119864113,208.3453540173438,8532700
2022-01-21,199.81631469726562,209.1992434348249,199.70959460596498,209.06340036633384,16200200
2022-01-24,195.857421875,196.70158831316596,189.8414775116398,196.17761170578044,16054000
2022-01-25,196.00299072265625,199.2826494636881,191.14173375808238,193.6936438168851,12125500
2022-01-26,199.75808715820312,204.59994840979527,197.62340414194043,198.21529493700166,10817600
2022-01-27,200.02978515625,204.69699766629753,199.73870344121892,203.2803358280819,12009800
2022-01-28,221.23109436035156,221.34752704058528,209.68438965596235,214.0895987922773,26425300
2022-01-31,219.4553985595703,219.65917053403655,215.45771903608872,218.8538100347929,12380600
2022-02-01,225.46163940429688,227.64484084743316,219.6979852254919,220.16373072107524,12247200
2022-02-02,228.43080139160156,228.84804316317,223.18141101831526,224.43312152723746,10590500
2022-02-03,224.666015625,226.558135715167,223.70541629912097,226.1214835061839,9968000
2022-02-04,221.60952758789062,223.3852000882137,218.271652383291,221.7162624859139,10848100
2022-02-07,220.41603088378906,223.0940861076423,219.30016343617962,221.23108923812052,5984500
2022-02-08,221.17288208007812,221.7162543388541,218.07758495692542,219.5427504979666,7542000
2022-02-09,224.015869140625,226.22817874770277,223.2881353276183,223.29784792082575,7772800
2022-02-10,219.24874877929688,223.48619145855807,218.54898651447428,221.62016369565455,6794600
2022-02-11,218.37405395507812,222.66009413126577,217.2563711094072,220.86209097902628,7535200
2022-02-14,219.00579833984375,220.87182629153676,216.5469165990812,217.01341987953649,8280800
2022-02-15,221.4160919189453,222.84475725297597,218.58788711857798,220.88154919947993,9461700
2022-02-16,222.38796997070312,223.41817142898537,219.25848167486228,221.10506751557153,9561300
2022-02-17,218.29629516601562,222.37823172724808,217.86866103324334,221.97975311899484,8131200
2022-02-18,216.43028259277344,219.3945513752234,215.60416979393833,218.28659687635846,8121200
2022-02-22,215.09877014160156,218.0338681950295,213.73811481212135,214.80720008315086,9928800
2022-02-23,209.87977600097656,217.97562662888143,209.3646751598023,216.5761017661159,8669900
2022-02-24,211.1917724609375,211.73602867498386,195.78730474116097,197.65333240212115,13463400
2022-02-25,213.10643005371094,214.47678436207022,208.22753568369387,211.18207622262696,8463600
2022-02-28,210.04493713378906,212.5038185263128,207.2459030175984,209.92831503765981,8409400
2022-03-01,203.095947265625,209.10222309110492,201.45345004251345,208.4510582732205,9317800
2022-03-02,202.61968994140625,204.6217816296074,200.39406763176973,201.08410145485647,8865700
2022-03-03,201.4048309326172,205.55480683527202,200.75366618463826,204.6315139785816,8610000
2022-03-04,194.65994262695312,200.56903867407362,191.3263653147576,199.2375534284281,10912300
2022-03-07,185.3395233154297,194.55304149734803,184.70780039534463,194.22260227237655,13412400
2022-03-08,186.32110595703125,190.89870121145177,181.42277027691046,184.66888049429227,11070900
2022-03-09,194.14483642578125,194.8640407178078,189.75190214546106,190.9764788082256,8457600
2022-03-10,192.40513610839844,194.31976130749885,190.78208098380668,191.36520630295394,7061600
2022-03-11,191.18060302734375,195.19450104914586,190.93763038169507,195.10703445588197,5432100
2022-03-14,194.6988525390625,198.6835952415666,192.589851642323,192.84253786847353,7994700
